Title,Type1,Volum,Location,Date_mfg,NameHost,Track,When,Who,Mail,Status,DetailStatus,Note,Modified,Modified By
01B01FEXP1202,BF2000,15 ปอนด์,อาคาร 1 ชั้น P1 โซน 2 F8,1/1/2017,สนญ.,TRUE,11/19/2023 3:16 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (ตู้ FHC-P1/2-1),11/19/2023 3:16 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP1204,BF2000,50 ปอนด์,อาคาร 1 ชั้น P1 โซน 2 C5 หน้าประตูหนีไฟ,1/1/2017,สนญ.,TRUE,11/19/2023 3:36 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (มีล้อลาก),11/19/2023 3:36 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP1403,BF2000,50 ปอนด์,อาคาร 1 ชั้น P1 โซน 4 H6 หน้าประตูหนีไฟ / ประตู ACCESS,1/1/2017,สนญ.,TRUE,11/19/2023 3:14 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (มีล้อลาก),11/19/2023 3:14 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP1404,Dry che,10 ปอนด์,อาคาร 1 ชั้น P1 โซน 4 ข้างลิฟท์ตัวที่ 16 (ลิฟท์ พนง.ดับเพลิง),1/1/2018,สนญ.,TRUE,11/19/2023 3:32 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (ตู้ FHC-P1/4-2),11/19/2023 3:32 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP1405,Dry che,10 ปอนด์,อาคาร 1 ชั้น P1 โซน 4 K4 หน้าประตูหนีไฟ,1/1/2016,สนญ.,TRUE,11/19/2023 3:27 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (ตู้ FHC-P1/4-3B),11/19/2023 3:27 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP1406,Dry che,10 ปอนด์,อาคาร 1 ชั้น P1 โซน 4 J10 หน้าประตูหนีไฟ,1/1/2016,สนญ.,TRUE,11/19/2023 3:25 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (ตู้ FHC-P1/4-4),11/19/2023 3:25 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP1601,BF2000,15 ปอนด์,อาคาร 1 ชั้น P1 โซน 6 E14 (ทางขึ้น-ลง 1),1/1/2017,สนญ.,TRUE,11/19/2023 2:57 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,,จำนวน 1 ถัง (ตู้ FHC-P1/6-1),11/19/2023 2:57 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP2201,BF2000,15 ปอนด์,อาคาร 1 ชั้น P2 โซน 2 F8,1/1/2017,สนญ.,TRUE,11/19/2023 3:59 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC- P2/2-1),จำนวน 1 ถัง (ตู้ FHC- P2/2-1),11/19/2023 3:59 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP2204,BF2000,50 ปอนด์,อาคาร 1 ชั้น P2 โซน 2 C5 หน้าประตูหนีไฟ,1/1/2017,สนญ.,TRUE,11/19/2023 3:43 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,จำนวน 1 ถัง (มีล้อลาก),จำนวน 1 ถัง (มีล้อลาก),11/19/2023 3:43 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP2402,BF2000,50 ปอนด์,อาคาร 1 ชั้น P2 โซน 4 H6 หน้าประตูหนีไฟ / ประตู ACCESS,1/1/2017,สนญ.,TRUE,11/19/2023 3:54 PM,ธีระพงศ์ หีบแก้ว,TeeraphH@bot.or.th,ปกติ,จำนวน 1 ถัง (มีล้อลาก),จำนวน 1 ถัง (มีล้อลาก),11/19/2023 3:54 PM,Teeraphong Heepgaew (ธีระพงศ์ หีบแก้ว)
01B01FEXP101,Dry che,10 ปอนด์,อาคาร 1 ชั้น P3 โซน 1 F3,1/1/2015,สนญ.,TRUE,11/19/2023 5:25 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC- P3/1-1),จำนวน 1 ถัง (ตู้ FHC- P3/1-1),11/19/2023 5:25 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B01FEXP3204,BF2000,50 ปอนด์,อาคาร 1 ชั้น P3 โซน 2 C5 หน้าประตูหนีไฟ,1/1/2017,สนญ.,TRUE,11/19/2023 5:16 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (มีล้อลาก),จำนวน 1 ถัง (มีล้อลาก),11/19/2023 5:16 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B01FEXP3402,BF2000,50 ปอนด์,อาคาร 1 ชั้น P3 โซน 4 H6 หน้าประตูหนีไฟ / ประตู ACCESS,1/1/2017,สนญ.,TRUE,11/19/2023 5:10 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (มีล้อลาก),จำนวน 1 ถัง (มีล้อลาก),11/19/2023 5:10 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B01FEXP4201,BF2000,10 ปอนด์,อาคาร 1 ชั้น P4 โซน 2 F8,1/1/2017,สนญ.,TRUE,11/19/2023 6:04 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC- P4/2-1),จำนวน 1 ถัง (ตู้ FHC- P4/2-1),11/19/2023 6:04 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B01FEXP4204,BF2000,50 ปอนด์,อาคาร 1 ชั้น P4 โซน 2 C5 หน้าประตูหนีไฟ,1/1/2017,สนญ.,TRUE,11/19/2023 6:07 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (มีล้อลาก),จำนวน 1 ถัง (มีล้อลาก),11/19/2023 6:07 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B01FEXP4401,Dry che,10 ปอนด์,อาคาร 1 ชั้น P4 โซน 4 H6 หน้าประตูหนีไฟ / ประตู ACCESS,1/1/2020,สนญ.,TRUE,11/19/2023 6:00 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/19/2023 6:00 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B01FEXP4402,BF2000,50 ปอนด์,อาคาร 1 ชั้น P4 โซน 4 H6 หน้าประตูหนีไฟ / ประตู ACCESS,1/1/2017,สนญ.,TRUE,11/19/2023 6:00 PM,วิทยา ใจพยุงตน,WitayaJ@bot.or.th,ปกติ,จำนวน 1 ถัง (มีล้อลาก),จำนวน 1 ถัง (มีล้อลาก),11/19/2023 6:00 PM,Witaya Jaipayungton (วิทยา ใจพยุงตน)
01B02FEX1101,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC หน้าห้องประชุม 217 ฝทบ.,1/1/2019,สนญ.,TRUE,12/6/2023 14:13,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-01),จำนวน 1 ถัง (ตู้ FHC 1-01),12/6/2023 14:13,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX1102,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC ในฝ่ายทรัพย์ฯ,1/1/2019,สนญ.,TRUE,12/6/2023 15:03,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-02),จำนวน 1 ถัง (ตู้ FHC 1-02),12/6/2023 15:03,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX1103,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC ในฝ่ายทรัพย์ฯ,1/1/2019,สนญ.,TRUE,12/6/2023 15:05,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-03),จำนวน 1 ถัง (ตู้ FHC 1-03),12/6/2023 15:05,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX1104,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC ในฝ่ายทรัพย์ฯ,1/1/2019,สนญ.,TRUE,12/6/2023 14:59,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-04),จำนวน 1 ถัง (ตู้ FHC 1-04),12/6/2023 14:59,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX1105,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC หน้าห้อง ฝ่ายทรัพย์ฯ,1/1/2019,สนญ.,TRUE,11/28/2023 12:45 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-05),จำนวน 1 ถัง (ตู้ FHC 1-05),11/28/2023 12:45 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1106,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC หน้าห้องน้ำ ช/ญ ฝ่ายทรัพย์ฯ ,1/1/2019,สนญ.,TRUE,11/28/2023 12:43 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-06),จำนวน 1 ถัง (ตู้ FHC 1-06),11/28/2023 12:43 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1107,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC ข้างลิฟท์ 2 ตัว,1/1/2019,สนญ.,FALSE,,,,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-07),จำนวน 1 ถัง (ตู้ FHC 1-07),10/3/2023 15:30,Rohman Hanirae (เร๊าะมัน หะนิแร)
01B02FEX1108,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ตู้ FHC หน้าประตูหนีไฟ ข้างห้อง UPS,1/1/2019,สนญ.,TRUE,11/28/2023 12:47 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-08),จำนวน 1 ถัง (ตู้ FHC 1-08),11/28/2023 12:47 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1109,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ภายนอกอาคาร  หน้าห้องไฟฟ้า ,1/1/2019,สนญ.,TRUE,11/21/2023 10:45 AM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-09),จำนวน 1 ถัง (ตู้ FHC 1-09),11/21/2023 10:45 AM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1110,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง bettery ,1/1/2017,สนญ.,TRUE,11/28/2023 12:53 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:53 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1111,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง bettery ,1/1/2017,สนญ.,TRUE,11/28/2023 12:54 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:54 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1112,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 หน้าห้อง bettery ,1/1/2017,สนญ.,TRUE,11/28/2023 12:51 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:51 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1113,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 หน้าห้อง UPS,1/1/2017,สนญ.,TRUE,11/28/2023 12:49 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:49 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1114,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MRU,1/1/2017,สนญ.,TRUE,11/28/2023 12:58 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:58 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1115,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MRU,1/1/2017,สนญ.,TRUE,11/28/2023 12:58 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:58 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1116,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MRU,1/1/2017,สนญ.,TRUE,11/28/2023 12:58 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:58 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1117,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MRU,1/1/2017,สนญ.,TRUE,11/28/2023 12:59 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:59 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1118,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MRU,1/1/2017,สนญ.,TRUE,11/28/2023 12:58 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 12:58 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1119,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MDB ,1/1/2017,สนญ.,FALSE,,,,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),10/3/2023 15:33,Rohman Hanirae (เร๊าะมัน หะนิแร)
01B02FEX1120,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MDB ,1/1/2017,สนญ.,TRUE,11/28/2023 1:04 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 1:04 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1121,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง MDB ,1/1/2017,สนญ.,TRUE,11/28/2023 1:04 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 1:04 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1122,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง Transformer ,1/1/2017,สนญ.,FALSE,,,,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),10/3/2023 15:33,Rohman Hanirae (เร๊าะมัน หะนิแร)
01B02FEX1123,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง Transformer ,1/1/2017,สนญ.,FALSE,,,,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),10/3/2023 15:33,Rohman Hanirae (เร๊าะมัน หะนิแร)
01B02FEX1124,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 1 ในห้อง Transformer ,1/1/2017,สนญ.,TRUE,11/28/2023 1:07 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (แขวนผนัง),จำนวน 1 ถัง (แขวนผนัง),11/28/2023 1:07 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1125,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 ฝั่งลิฟต์ 4 ตัว เคาน์เตอร์รับ-จ่ายเงิน ฝ่ายการเงินและบัญชี,1/1/2022,สนญ.,TRUE,12/6/2023 16:03,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง ,จำนวน 1 ถัง ,12/25/2023 2:50 PM,Thitipong Suebjak-in (ฐิติพงศ์ สืบจากอินทร์)
01B02FEX1126,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 2 ตู้ FHC ข้างลิฟท์ 4 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 8:41 AM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-10),จำนวน 1 ถัง (ตู้ FHC 1-10),11/28/2023 8:41 AM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX1127,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 2 ตู้ FHC ในส่วนงานฝ่ายพันธบัตร,1/1/2019,สนญ.,TRUE,12/6/2023 15:10,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-11),จำนวน 1 ถัง (ตู้ FHC 1-11),12/6/2023 15:10,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX1128,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 2 ตู้ FHC ในห้องรับแขก แถลงข่าว,1/1/2019,สนญ.,TRUE,12/6/2023 15:13,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-12),จำนวน 1 ถัง (ตู้ FHC 1-12),12/6/2023 15:13,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX1129,BF2000,15 ปอนด์,อาคาร 2 ชั้น 1 โซน 2 ตู้ FHC ข้างลิฟท์ขนถ่าย,1/1/2019,สนญ.,TRUE,12/6/2023 15:15,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 1-13),จำนวน 1 ถัง (ตู้ FHC 1-13),12/6/2023 15:15,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX2101,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 1 ตู้ FHC ข้างลิฟท์ 2 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 12:16 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-01),จำนวน 1 ถัง (ตู้ FHC 2-01),11/28/2023 12:16 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX2202,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 2 ตู้ FHC ข้างลิฟท์ 4 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 12:08 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-02),จำนวน 1 ถัง (ตู้ FHC 2-02),11/28/2023 12:08 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX2203,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 2 ตู้ FHC ทางดินห้องครัวจัดเลี้ยง,1/1/2019,สนญ.,TRUE,11/28/2023 12:13 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-03) ,จำนวน 1 ถัง (ตู้ FHC 2-03),11/28/2023 12:13 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX2204,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 2 ตู้ FHC ทางเชื่อมอาคาร 2 ตลาดการเงิน,1/1/2019,สนญ.,FALSE,,,,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-04),จำนวน 1 ถัง (ตู้ FHC 2-04),10/3/2023 15:43,Rohman Hanirae (เร๊าะมัน หะนิแร)
01B02FEX2205,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 2 ตู้ FHC ใน สน.วิเคราะห์พํฒนาตลาดเงิน(ตรงข้ามตลาดการเงิน),1/1/2019,สนญ.,TRUE,12/6/2023 16:01,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-05),จำนวน 1 ถัง (ตู้ FHC 2-05),12/6/2023 16:01,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX2106,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 1 ตู้ FHC ข้างบันไดเลื่อน,1/1/2019,สนญ.,TRUE,11/28/2023 12:18 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-06),จำนวน 1 ถัง (ตู้ FHC 2-06),11/28/2023 12:18 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX2107,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 1 ตู้ FHC ข้างห้องละมาด,1/1/2019,สนญ.,TRUE,11/28/2023 12:33 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-07),จำนวน 1 ถัง (ตู้ FHC 2-07),11/28/2023 12:33 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX2108,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 1 ตู้ FHC ประตูหน้าหนีไฟห้องแม่บ้าน,1/1/2019,สนญ.,TRUE,11/28/2023 12:26 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-08),จำนวน 1 ถัง (ตู้ FHC 2-08),11/28/2023 12:26 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX2109,BF2000,15 ปอนด์,อาคาร 2 ชั้น 2 โซน 1 ตู้ FHC หน้าห้องเครื่องแอร์,1/1/2019,สนญ.,TRUE,11/28/2023 12:22 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 2-09),จำนวน 1 ถัง (ตู้ FHC 2-09),11/28/2023 12:22 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX3101,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 โซน 1 ตู้ FHC ข้างลิฟท์ 2 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 12:02 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 3-01),จำนวน 1 ถัง (ตู้ FHC 3-01),11/28/2023 12:02 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX3202,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 โซน 2 ตู้ FHC ข้างลิฟท์ 4 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 12:03 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 3-02),จำนวน 1 ถัง (ตู้ FHC 3-02),11/28/2023 12:03 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX3203,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 โซน 2 ตู้ FHC ทางเชื่อมอาคาร 1,1/1/2019,สนญ.,TRUE,11/28/2023 12:06 PM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 3-03),จำนวน 1 ถัง (ตู้ FHC 3-03),11/28/2023 12:06 PM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX3204,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 โซน 2 ตู้ FHC ในฝ่ายการเงินและการบัญชี (หน้าห้อง Swift),1/1/2019,สนญ.,TRUE,12/6/2023 15:43,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 3-04),จำนวน 1 ถัง (ตู้ FHC 3-04),12/6/2023 15:43,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX3205,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 โซน 2 ตู้ FHC ในฝ่ายการเงินและการบัญชี (หน้าห้อง Swift),1/1/2019,สนญ.,TRUE,12/6/2023 15:49,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 3-04),จำนวน 1 ถัง (ตู้ FHC 3-04),12/6/2023 15:49,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX3105,BF2000,15 ปอนด์,อาคาร 2 ชั้น 3 โซน 1 ตู้ FHC ในฝ่ายบริหารความเสี่ยง,1/1/2019,สนญ.,TRUE,12/6/2023 15:37,อนิวัตร์ เจริญตา,AniwatC@bot.or.th,ปกติ,จำนวน 1 ถัง (ทู้ FHC 3-05),จำนวน 1 ถัง (ทู้ FHC 3-05),12/6/2023 15:37,Aniwat Charoenta (อนิวัตร์ เจริญตา)
01B02FEX4101,BF2000,15 ปอนด์,อาคาร 2 ชั้น 4 โซน 1 ตู้ FHC ข้างลิฟท์ 2 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 11:59 AM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 4-01),จำนวน 1 ถัง (ตู้ FHC 4-01),11/28/2023 11:59 AM,Attapon Noourai (อรรฐพล หนูอุไร)
01B02FEX4202,BF2000,15 ปอนด์,อาคาร 2 ชั้น 4 โซน 2 ตู้ FHC ข้างลิฟท์ 4 ตัว,1/1/2019,สนญ.,TRUE,11/28/2023 11:54 AM,อรรฐพล หนูอุไร,AttaponN@bot.or.th,ปกติ,จำนวน 1 ถัง (ตู้ FHC 4-02),จำนวน 1 ถัง (ตู้ FHC 4-02),11/28/2023 11:54 AM,Attapon Noourai (อรรฐพล หนูอุไร)
